Soil Moisture,Temperature, Soil Humidity,Time,Air temperature (C),Wind speed (Km/h),Air humidity (%),Wind gust (Km/h),Pressure (KPa),ph,rainfall,N,P,K,Status
15,14,45,99,18.77,8.75,91.34,37,101.3,,,,,,OFF
70,26,47,44,18.81,7.27,91.2,35.29,101.31,,,,,,ON
42,3,26,70,18.93,8.01,90.85,27.1,101.32,,,,,,OFF
17,24,25,14,19.05,8.75,90.5,18.9,101.32,,,,,,ON
20,4,21,93,19.23,8.54,89.95,23.74,101.32,,,,,,OFF
67,3,52,38,19.41,8.32,89.4,28.57,101.31,,,,,,OFF
32,19,22,48,19.48,9.05,89.12,24.37,101.32,,,,,,OFF
60,21,29,88,19.56,9.78,88.83,20.17,101.33,,,,,,OFF
69,3,33,59,19.65,9.4,88.33,19.54,101.34,,,,,,ON
66,1,46,5,19.74,9.02,87.83,18.9,101.35,,,,,,OFF
72,4,27,5,19.84,9.26,87.32,30.88,101.35,,,,,,OFF
39,5,57,91,19.93,9.51,86.8,42.86,101.36,,,,,,OFF
57,20,54,91,19.99,9.62,86.46,41.1,101.37,,,,,,OFF
34,27,48,75,20.05,9.72,86.13,39.34,101.38,,,,,,ON
17,43,48,32,20.08,9.4,85.91,39.34,101.38,,,,,,ON
18,16,39,10,20.12,9.07,85.69,39.34,101.38,,,,,,OFF
1,40,51,72,20.27,9.84,85.22,52.1,101.38,,,,,,ON
72,33,27,7,20.42,10.6,84.75,64.86,101.38,,,,,,OFF
12,24,55,60,20.6,9.98,83.93,42.26,101.38,,,,,,ON
77,34,54,35,20.77,9.35,83.11,19.67,101.37,,,,,,OFF
67,27,30,39,20.92,9.2,82.72,20.36,101.38,,,,,,OFF
54,15,63,51,21.07,9.04,82.33,21.05,101.39,,,,,,OFF
9,35,65,59,21.34,9.38,81.3,38.43,101.4,,,,,,ON
2,27,20,32,21.61,9.72,80.27,55.81,101.4,,,,,,ON
11,17,34,63,21.92,12.54,78.86,57.9,101.4,,,,,,ON
19,44,30,56,22.24,15.36,77.45,60,101.41,,,,,,ON
26,34,53,103,22.48,12.97,76.7,62.43,101.41,,,,,,OFF
30,5,59,4,22.72,10.58,75.95,64.86,101.41,,,,,,OFF
54,6,37,96,23.22,12.05,73.88,61.7,101.41,,,,,,OFF
90,26,55,90,23.71,13.52,71.82,58.54,101.41,,,,,,ON
21,40,32,12,24.03,12.62,70.41,58.54,101.42,,,,,,ON
81,42,50,74,24.35,11.73,69,58.54,101.42,,,,,,ON
90,35,64,49,24.54,11.66,68.13,40.48,101.43,,,,,,ON
41,25,44,45,24.74,11.58,67.27,22.43,101.44,,,,,,ON
33,36,61,94,25.1,11.97,66.11,37.3,101.44,,,,,,OFF
21,19,27,14,25.46,12.36,64.96,52.17,101.45,,,,,,ON
50,43,46,49,25.98,13.3,62.9,58.52,101.45,,,,,,ON
64,31,49,73,26.51,14.23,60.83,64.86,101.45,,,,,,ON
32,26,20,3,26.9,12.9,59.76,44.43,101.44,,,,,,ON
55,43,35,70,27.29,11.57,58.68,24,101.44,,,,,,ON
51,10,58,90,27.36,11.85,58.36,24.12,101.44,,,,,,OFF
65,41,34,50,27.44,12.13,58.03,24.24,101.44,,,,,,ON
11,32,44,27,28.28,11.8,55.9,35.65,101.44,,,,,,ON
4,41,42,26,29.11,11.48,53.77,47.06,101.44,,,,,,ON
15,5,63,16,29.1,11.76,53.67,38.34,101.44,,,,,,ON
39,11,51,54,29.09,12.04,53.57,29.63,101.43,,,,,,OFF
33,11,69,13,29.28,11.81,53.01,28.77,101.44,,,,,,ON
36,33,66,44,29.46,11.58,52.45,27.91,101.44,,,,,,ON
84,8,69,97,29.66,11.75,51.86,27.14,101.44,,,,,,OFF
58,42,49,10,29.85,11.92,51.26,26.37,101.43,,,,,,ON
56,30,31,41,30.34,11.25,50.28,25.68,101.43,,,,,,OFF
78,15,32,101,30.83,10.58,49.31,25,101.43,,,,,,OFF
39,44,32,94,30.68,11.48,49.36,25.98,101.42,,,,,,OFF
9,30,43,50,30.53,12.37,49.42,26.97,101.41,,,,,,ON
10,22,47,99,30.65,11.74,49.04,36.56,101.4,,,,,,OFF
18,43,30,35,30.77,11.12,48.67,46.15,101.4,,,,,,ON
86,41,34,16,30.97,11.43,48.14,55.5,101.4,,,,,,OFF
90,18,56,88,31.17,11.74,47.61,64.86,101.39,,,,,,OFF
14,42,54,64,31,11.81,47.84,58.52,101.38,,,,,,ON
16,12,35,54,30.83,11.88,48.07,52.17,101.37,,,,,,ON
66,34,37,82,31.01,11.76,47.36,51.62,101.36,,,,,,ON
63,35,41,27,31.19,11.63,46.64,51.06,101.35,,,,,,OFF
68,4,49,78,30.86,12.07,47.41,39.16,101.34,,,,,,OFF
89,42,47,2,30.54,12.51,48.18,27.27,101.33,,,,,,OFF
4,28,43,64,30.54,13.07,48.07,35.85,101.32,,,,,,ON
70,41,57,90,30.53,13.63,47.96,44.44,101.31,,,,,,ON
21,38,38,0,30.72,12.74,47.47,42.91,101.3,,,,,,ON
29,5,61,62,30.91,11.84,46.98,41.38,101.3,,,,,,OFF
41,19,28,94,31,11.74,46.74,34.81,101.3,,,,,,OFF
10,0,52,66,31.09,11.65,46.5,28.24,101.3,,,,,,ON
41,33,69,6,31.22,11.54,46.1,26.62,101.3,,,,,,ON
53,44,46,26,31.34,11.42,45.71,25,101.29,,,,,,ON
72,6,68,98,31.16,11.84,45.64,24.5,101.28,,,,,,OFF
16,19,47,72,30.98,12.25,45.58,24,101.28,,,,,,ON
61,15,57,29,31.28,10.86,45.13,21.38,101.28,,,,,,OFF
7,22,20,58,31.57,9.48,44.68,18.75,101.28,,,,,,ON
65,6,60,29,31.78,9.93,44.16,24.56,101.28,,,,,,OFF
55,36,37,13,32,10.38,43.64,30.38,101.28,,,,,,ON
52,12,41,21,31.86,10.17,43.77,32.34,101.28,,,,,,ON
15,33,45,98,31.71,9.96,43.9,34.29,101.28,,,,,,OFF
11,30,35,62,31.65,10.25,43.95,35.09,101.27,,,,,,ON
81,41,63,105,31.6,10.54,44,35.89,101.26,,,,,,OFF
14,44,52,86,31.54,10.83,44.04,36.7,101.26,,,,,,ON
52,0,43,43,31.48,11.12,44.09,37.5,101.25,,,,,,OFF
10,11,33,88,31.17,11.69,44.89,31.52,101.24,,,,,,ON
66,45,38,9,30.86,12.26,45.68,25.53,101.24,,,,,,ON
24,18,68,85,30.31,12.86,47.8,27.76,101.24,,,,,,ON
8,45,48,30,29.76,13.45,49.93,30,101.24,,,,,,ON
59,44,34,13,29.53,13.88,50.6,33.75,101.24,,,,,,ON
17,11,44,68,29.3,14.32,51.28,37.5,101.24,,,,,,ON
24,45,31,85,29.26,13.88,51.4,48.75,101.23,,,,,,ON
12,19,24,40,29.21,13.45,51.52,60,101.22,,,,,,ON
68,45,41,32,29.33,12.44,51.33,63.34,101.21,,,,,,OFF
12,43,38,29,29.44,11.44,51.14,66.67,101.2,,,,,,ON
71,44,65,57,29.18,11.88,51.56,65.76,101.2,,,,,,ON
60,29,61,103,28.93,12.32,51.97,64.86,101.2,,,,,,OFF
88,3,42,13,28.47,13.77,53.04,64.86,101.19,,,,,,OFF
34,11,39,100,28.01,15.22,54.11,64.86,101.18,,,,,,OFF
57,1,65,15,27.65,15.34,55.1,65.76,101.16,,,,,,ON
90,30,42,75,27.29,15.47,56.08,66.67,101.15,,,,,,ON
41,10,31,28,27.14,15.12,56.6,60,101.16,,,,,,ON
39,18,47,18,26.99,14.77,57.13,53.33,101.17,,,,,,ON
45,44,34,75,26.58,15.3,58.12,64.16,101.16,,,,,,ON
64,38,70,28,26.16,15.83,59.1,75,101.14,,,,,,OFF
11,39,32,81,26.05,14.53,59.86,75,101.15,,,,,,ON
36,18,47,79,25.94,13.23,60.61,75,101.15,,,,,,ON
30,7,29,101,25.99,13.7,60.66,52.32,101.15,,,,,,OFF
88,6,36,104,26.04,14.18,60.7,29.63,101.14,,,,,,OFF
46,0,51,98,25.78,13.99,61.39,40.9,101.14,,,,,,OFF
84,31,50,36,25.53,13.8,62.08,52.17,101.13,,,,,,OFF
63,28,66,54,25.47,14.62,62.13,67.46,101.12,,,,,,ON
68,41,44,28,25.41,15.45,62.18,82.76,101.1,,,,,,OFF
25,3,26,28,25.11,15.1,63.04,77.74,101.1,,,,,,ON
10,18,27,5,24.81,14.75,63.9,72.73,101.09,,,,,,ON
45,19,24,45,24.6,15.02,64.67,73.87,101.09,,,,,,OFF
16,30,54,42,24.38,15.28,65.44,75,101.09,,,,,,ON
68,28,41,58,24.4,14.46,65.68,61.5,101.09,,,,,,ON
9,7,58,75,24.43,13.65,65.91,48,101.09,,,,,,ON
75,22,68,12,24.26,13.8,66.32,57.34,101.08,,,,,,OFF
87,7,28,80,24.08,13.96,66.73,66.67,101.08,,,,,,OFF
2,42,41,9,23.98,15.33,66.96,76.19,101.07,,,,,,ON
58,20,46,70,23.89,16.7,67.19,85.71,101.07,,,,,,ON
20,30,28,33,23.79,15.34,67.56,79.22,101.07,,,,,,ON
67,36,36,72,23.69,13.97,67.94,72.73,101.08,,,,,,ON
49,34,21,67,23.4,15.02,68.88,80.81,101.07,,,,,,ON
16,27,36,104,23.11,16.07,69.82,88.89,101.07,,,,,,OFF
81,42,27,13,22.97,16.04,70.61,85.82,101.07,,,,,,OFF
86,26,21,23,22.83,16.01,71.41,82.76,101.08,,,,,,OFF
89,8,44,3,22.7,15.45,72.09,77.86,101.08,,,,,,OFF
24,8,37,47,22.57,14.89,72.77,72.96,101.08,,,,,,ON
36,25,24,29,22.44,14.32,73.46,68.06,101.09,,,,,,ON
80,38,57,52,22.31,13.76,74.14,63.16,101.09,,,,,,ON
83,25,58,80,22.26,13.24,74.74,67.94,101.09,,,,,,OFF
38,41,46,68,22.21,12.71,75.33,72.73,101.09,,,,,,ON
80,32,69,37,22.04,12.47,75.96,60.86,101.09,,,,,,OFF
88,26,35,41,21.86,12.23,76.6,48.98,101.09,,,,,,ON
3,18,37,110,21.61,12.95,77.59,60.86,101.1,,,,,,OFF
24,13,31,61,21.36,13.67,78.58,72.73,101.1,,,,,,OFF
37,8,38,64,21.15,12.46,79.59,64.94,101.1,,,,,,ON
72,35,46,6,20.95,11.25,80.59,57.14,101.11,,,,,,OFF
61,5,35,108,20.76,11.88,81.36,57.14,101.1,,,,,,OFF
54,30,40,82,20.56,12.51,82.13,57.14,101.1,,,,,,ON
14,28,22,104,20.37,12.03,83.08,67.28,101.1,,,,,,OFF
5,25,67,30,20.18,11.55,84.03,77.42,101.11,,,,,,ON
1,27,20,78,19.94,11.52,85.12,63.2,101.12,,,,,,ON
85,21,28,82,19.7,11.5,86.21,48.98,101.13,,,,,,OFF
34,14,57,67,19.5,11.76,87.2,53.76,101.12,,,,,,OFF
32,7,53,56,19.31,12.01,88.2,58.54,101.12,,,,,,OFF
30,33,22,45,19.22,11.4,88.76,56.8,101.12,,,,,,ON
40,12,38,102,19.12,10.78,89.32,55.07,101.12,,,,,,OFF
5,35,40,14,19.03,10.17,89.88,53.33,101.12,,,,,,ON
81,25,26,42,18.91,9.7,90.65,49.74,101.12,,,,,,OFF
36,26,24,107,18.79,9.23,91.42,46.15,101.13,,,,,,OFF
88,24,28,97,18.74,9.8,91.93,48.6,101.14,,,,,,OFF
26,39,41,76,18.7,10.36,92.43,51.06,101.14,,,,,,ON
41,33,65,91,18.68,10.48,92.76,36.54,101.14,,,,,,OFF
25,1,39,3,18.66,10.61,93.08,22.02,101.14,,,,,,OFF
85,39,22,56,18.65,10.87,93.18,41.01,101.14,,,,,,ON
59,14,59,68,18.64,11.13,93.27,60,101.14,,,,,,OFF
77,26,32,78,18.58,9.96,93.6,45.58,101.15,,,,,,ON
7,18,23,80,18.51,8.8,93.93,31.17,101.15,,,,,,ON
73,4,47,7,18.51,10.69,94.2,44.86,101.15,,,,,,OFF
69,26,65,18,18.5,12.58,94.47,58.54,101.15,,,,,,OFF
62,8,42,39,18.5,11.98,94.54,58.54,101.16,,,,,,OFF
15,28,68,46,18.5,11.38,94.61,58.54,101.16,,,,,,ON
9,37,44,10,18.43,11.01,94.8,56.54,101.16,,,,,,ON
29,42,31,40,18.36,10.64,94.98,54.55,101.17,,,,,,ON
47,16,57,83,18.34,10.39,95.29,49.5,101.18,,,,,,OFF
46,13,29,20,18.32,10.14,95.6,44.44,101.2,,,,,,ON
77,6,25,55,18.36,10.65,95.68,52.99,101.2,,,,,,OFF
15,45,23,29,18.4,11.16,95.75,61.54,101.21,,,,,,ON
39,38,59,24,18.34,9.74,95.77,43.4,101.22,,,,,,ON
27,32,36,59,18.28,8.32,95.79,25.26,101.24,,,,,,ON
16,5,30,55,18.24,8.5,95.9,32.63,101.24,,,,,,ON
24,33,26,33,18.21,8.68,96,40,101.24,,,,,,ON
7,9,28,77,18.16,8.59,96,39.05,101.24,,,,,,ON
25,21,69,103,18.12,8.5,96,38.1,101.24,,,,,,OFF
69,39,28,28,18.12,8.8,96,40.87,101.24,,,,,,OFF
12,15,38,30,18.13,9.1,96,43.64,101.24,,,,,,ON
48,16,55,96,18.09,10.46,96,48.48,101.24,,,,,,OFF
2,2,51,25,18.05,11.82,96,53.33,101.25,,,,,,ON
45,26,46,101,18.02,10.46,96,45.72,101.25,,,,,,OFF
13,12,22,66,18,9.11,96,38.1,101.25,,,,,,ON
53,16,25,98,18,8.12,96,29.22,101.25,,,,,,OFF
62,29,22,74,18.01,7.12,96,20.34,101.25,,,,,,ON
28,1,21,71,18,8.13,96,31.6,101.25,,,,,,OFF
47,17,65,99,17.98,9.14,96,42.86,101.25,,,,,,OFF
18,42,53,104,17.99,8.26,96,39.08,101.25,,,,,,OFF
52,23,30,24,18,7.37,96,35.29,101.25,,,,,,ON
68,40,56,59,17.88,5.82,96,25.81,101.26,,,,,,ON
63,2,66,88,17.76,4.26,96,16.33,101.27,,,,,,OFF
38,12,61,49,17.73,4.72,96,17.92,101.27,,,,,,OFF
90,13,35,38,17.69,5.18,96,19.51,101.27,,,,,,OFF
61,14,34,39,17.65,5.11,96,19.43,101.27,,,,,,OFF
32,42,33,96,17.6,5.04,96,19.35,101.27,,,,,,OFF
80,12,36,2,17.54,5.24,96,21.92,101.27,,,,,,OFF
44,14,31,28,17.47,5.43,96,24.49,101.27,,,,,,ON
74,31,65,70,17.48,6.04,96,28.24,101.27,,,,,,ON
85,5,36,7,17.5,6.64,96,32,101.27,,,,,,OFF
29,39,49,99,17.48,5.63,96,30.28,101.27,,,,,,OFF
44,3,39,45,17.47,4.62,96,28.57,101.27,,,,,,OFF
9,29,60,108,17.42,5.45,96,30.08,101.27,,,,,,OFF
11,2,49,95,17.37,6.28,96,31.58,101.27,,,,,,OFF
18,1,37,40,17.36,6.01,96,30.69,101.27,,,,,,ON
24,34,57,25,17.36,5.75,96,29.81,101.27,,,,,,ON
78,35,25,0,17.35,5.48,96,28.92,101.27,,,,,,OFF
55,43,25,88,17.35,5.59,96,26.83,101.27,,,,,,ON
90,43,41,99,17.35,5.7,96,24.74,101.27,,,,,,OFF
67,22,32,31,17.24,4.05,96,21.06,101.27,,,,,,OFF
44,45,53,102,17.13,2.4,96,17.39,101.27,,,,,,OFF
1,24,30,102,17.05,2.91,96,18.45,101.28,,,,,,OFF
48,9,50,16,16.97,3.42,96,19.51,101.28,,,,,,OFF
78,40,60,97,16.9,2.54,96,17.35,101.28,,,,,,OFF
56,4,40,58,16.82,1.66,96,15.19,101.27,,,,,,OFF
11,31,44,80,16.77,2.71,96,15.34,101.26,,,,,,ON
19,7,50,92,16.72,3.76,96,15.48,101.26,,,,,,OFF
11,8,46,20,16.61,1.88,96,7.86,101.25,,,,,,OFF
59,11,20,23,16.5,0.01,96,0.25,101.24,,,,,,ON
62,2,27,96,16.36,0,96,0.12,101.24,,,,,,OFF
56,41,40,44,16.21,0,96,0,101.23,,,,,,ON
48,14,59,45,16.1,0,96,0,101.23,,,,,,OFF
89,27,24,23,16,0,96,0,101.23,,,,,,OFF
30,31,69,84,15.91,0,96,0,101.22,,,,,,ON
58,5,23,105,15.82,0,96,0,101.22,,,,,,OFF
30,37,38,21,15.81,0,96,0,101.22,,,,,,ON
51,19,62,105,15.8,0,96,0,101.22,,,,,,OFF
43,27,68,109,15.84,0.6,96,4.01,101.22,,,,,,OFF
79,42,50,43,15.89,1.19,96,8.03,101.21,,,,,,ON
63,8,31,73,16.03,0.9,96,5.69,101.2,,,,,,OFF
2,43,31,96,16.17,0.6,96,3.36,101.2,,,,,,OFF
85,29,53,91,16.16,0.3,96,1.68,101.2,,,,,,OFF
18,2,22,81,16.15,0,96,0,101.19,,,,,,ON
78,39,37,26,16.17,0.62,96,2.13,101.18,,,,,,OFF
46,28,60,3,16.2,1.23,96,4.26,101.17,,,,,,ON
37,9,38,90,16.17,0.81,96,3.2,101.18,,,,,,ON
82,24,69,103,16.15,0.39,96,2.14,101.18,,,,,,OFF
23,9,29,77,16.13,1.52,96,4.14,101.18,,,,,,OFF
46,16,51,93,16.11,2.64,96,6.15,101.17,,,,,,OFF
69,30,65,46,16.25,3.04,96,6.28,101.17,,,,,,ON
34,42,32,26,16.39,3.44,96,6.42,101.17,,,,,,ON
23,33,25,36,16.44,2.94,96,6.59,101.17,,,,,,ON
8,12,38,93,16.49,2.45,96,6.76,101.17,,,,,,OFF
39,23,24,14,16.42,1.28,96,4.97,101.17,,,,,,ON
32,33,66,75,16.34,0.11,96,3.19,101.17,,,,,,ON
2,10,60,16,16.18,0.06,96,1.6,101.16,,,,,,ON
31,14,32,7,16.01,0,96,0,101.16,,,,,,ON
57,6,22,9,15.97,0,96,0,101.16,,,,,,OFF
59,6,65,73,15.93,0,96,0,101.16,,,,,,ON
45,26,52,93,15.95,0.12,96,1.34,101.15,,,,,,OFF
51,23,34,11,15.97,0.25,96,2.69,101.14,,,,,,ON
21,4,28,44,16.04,1.04,96,3.09,101.13,,,,,,OFF
54,36,45,109,16.11,1.83,96,3.49,101.12,,,,,,OFF
47,35,65,19,16.11,2.03,96,4.01,101.12,,,,,,ON
67,14,70,31,16.11,2.24,96,4.53,101.12,,,,,,OFF
12,24,47,99,16.11,2.44,96,5.05,101.12,,,,,,OFF
74,41,70,52,16.2,2.64,96,5.42,101.12,,,,,,ON
11,28,43,85,16.28,2.85,96,5.78,101.12,,,,,,ON
4,9,61,66,16.4,3.84,96,7.85,101.12,,,,,,ON
81,31,41,87,16.52,4.84,96,9.92,101.11,,,,,,ON
65,5,56,46,16.62,5.14,96,11.74,101.12,,,,,,OFF
14,31,24,11,16.71,5.44,96,13.56,101.12,,,,,,ON
57,13,29,75,16.76,5.06,96,13.76,101.12,,,,,,OFF
2,10,67,40,16.8,4.68,96,13.95,101.13,,,,,,ON
2,42,33,75,16.8,4.82,96,11.66,101.13,,,,,,ON
75,32,54,45,16.81,4.96,96,9.38,101.13,,,,,,ON
70,7,65,75,16.87,5.09,96,14.86,101.12,,,,,,ON
30,32,59,81,16.92,5.22,96,20.34,101.12,,,,,,ON
1,32,26,28,16.91,5.01,96,18.87,101.12,,,,,,ON
19,11,41,85,16.9,4.8,96,17.39,101.13,,,,,,ON
19,29,58,37,16.89,4.32,96,16.54,101.14,,,,,,ON
55,2,69,81,16.88,3.84,96,15.69,101.16,,,,,,OFF
66,3,69,44,16.84,3.22,96,12.06,101.17,,,,,,OFF
51,27,51,81,16.79,2.59,96,8.42,101.18,,,,,,ON
45,35,55,96,16.76,2.08,96,10.33,101.18,,,,,,OFF
78,21,67,33,16.74,1.57,96,12.24,101.19,,,,,,OFF
9,37,70,71,16.68,1.76,96,8.1,101.18,,,,,,ON
67,25,40,91,16.63,1.96,96,3.97,101.18,,,,,,OFF
9,7,62,62,16.6,1.4,96,3.99,101.18,,,,,,ON
10,43,37,57,16.57,0.84,96,4.01,101.19,,,,,,ON
85,32,44,1,16.54,1.07,96,5.46,101.2,,,,,,OFF
74,7,68,42,16.51,1.3,96,6.9,101.2,,,,,,ON
83,27,58,37,16.58,1.42,96,7.14,101.2,,,,,,OFF
67,32,20,15,16.65,1.55,96,7.38,101.19,,,,,,OFF
82,35,45,35,16.63,1.82,96,7.13,101.2,,,,,,OFF
18,43,58,13,16.61,2.09,96,6.88,101.21,,,,,,ON
21,41,37,60,16.68,1.6,96,5.43,101.21,,,,,,ON
15,38,35,43,16.76,1.1,96,3.98,101.21,,,,,,ON
61,37,63,104,16.94,1.12,96,3.49,101.22,,,,,,OFF
33,16,59,51,17.11,1.13,96,3,101.22,,,,,,OFF
75,6,33,107,17.5,1.65,96,7.17,101.22,,,,,,OFF
82,22,34,11,17.88,2.18,96,11.34,101.23,,,,,,OFF
63,11,57,1,18.27,2.7,96,15.5,101.24,,,,,,ON
64,43,57,68,18.66,3.23,96,19.67,101.24,,,,,,ON
61,22,56,38,19.01,4.24,96,16.9,101.24,,,,,,OFF
77,18,60,81,19.36,5.26,96,14.12,101.25,,,,,,OFF
32,5,36,95,19.81,5.51,96,14.38,101.26,,,,,,OFF
31,40,68,82,20.26,5.76,96,14.63,101.27,,,,,,ON
3,16,69,5,20.68,5.94,96,20.8,101.28,,,,,,ON
20,38,41,84,21.11,6.11,96,26.97,101.29,,,,,,ON
42,43,29,2,21.74,6.68,96,31.94,101.29,,,,,,ON
85,18,44,82,22.37,7.25,96,36.92,101.29,,,,,,ON
36,11,46,45,22.54,7.79,96,40.68,101.29,,,,,,OFF
36,20,29,78,22.72,8.33,96,44.44,101.29,,,,,,OFF
4,41,38,86,23.26,8.16,92.96,34.66,101.29,,,,,,ON
28,9,40,107,23.79,8,89.93,24.87,101.3,,,,,,OFF
45,35,38,11,24.33,7.83,86.89,15.09,101.3,,,,,,ON
84,22,48,44,24.6,8.94,82.24,17.14,101.29,,,,,,ON
68,43,34,72,24.87,10.06,77.6,19.2,101.28,,,,,,ON
16,27,70,90,24.8,9.96,76.97,22.1,101.28,,,,,,ON
53,28,38,80,24.74,9.87,76.34,25,101.28,,,,,,ON
88,24,32,45,25.48,10.45,73.86,24.5,101.28,,,,,,ON
66,10,25,38,26.23,11.04,71.37,24,101.29,,,,,,OFF
46,29,38,29,26.35,11.6,70.31,26.64,101.3,,,,,,ON
47,30,48,107,26.47,12.17,69.25,29.27,101.3,,,,,,OFF
8,26,29,9,27.1,11.98,67.03,46.22,101.3,,,,,,ON
81,36,59,68,27.72,11.78,64.81,63.16,101.3,,,,,,ON
39,19,20,78,27.52,11.35,64.61,54.66,101.32,,,,,,OFF
24,6,54,59,27.32,10.92,64.41,46.15,101.33,,,,,,OFF
86,8,53,41,26.98,11.18,65.11,43.08,101.34,,,,,,OFF
49,30,49,14,26.65,11.44,65.81,40,101.35,,,,,,ON
21,18,68,107,27.32,11.32,63.84,47.9,101.34,,,,,,OFF
76,38,62,85,27.99,11.19,61.87,55.81,101.33,,,,,,ON
73,17,50,46,28.21,10.7,61.18,53.99,101.34,,,,,,OFF
19,17,59,60,28.43,10.21,60.48,52.17,101.34,,,,,,ON
65,4,30,49,28.85,10.44,59.08,46.08,101.36,,,,,,OFF
78,30,55,54,29.27,10.67,57.67,40,101.37,,,,,,ON
42,27,25,45,29.3,9.76,57.76,33.48,101.37,,,,,,ON
18,8,64,78,29.34,8.86,57.84,26.97,101.37,,,,,,ON
86,13,70,63,30.14,9,55.23,24.92,101.37,,,,,,ON
23,11,31,84,30.93,9.14,52.62,22.86,101.37,,,,,,OFF
33,20,59,43,30.93,9.54,52.38,21.78,101.36,,,,,,OFF
75,23,26,99,30.93,9.95,52.15,20.69,101.35,,,,,,OFF
58,17,59,58,31.12,9.74,51.62,33.42,101.35,,,,,,OFF
60,19,24,11,31.32,9.52,51.09,46.15,101.35,,,,,,OFF
60,6,58,103,31.24,9.8,51.12,33.79,101.34,,,,,,OFF
64,23,47,91,31.16,10.07,51.16,21.43,101.33,,,,,,OFF
19,22,52,7,31.62,9.7,49.75,21.34,101.32,,,,,,ON
14,36,29,17,32.09,9.34,48.34,21.24,101.32,,,,,,ON
25,43,43,50,32.3,10.14,47.6,49.33,101.32,,,,,,ON
8,38,41,51,32.51,10.95,46.85,77.42,101.33,,,,,,ON
74,8,57,92,32.16,12.24,47.39,77.42,101.32,,,,,,OFF
20,34,64,12,31.8,13.53,47.93,77.42,101.31,,,,,,ON
75,25,53,67,32.25,12.54,47.24,50.14,101.3,,,,,,ON
52,20,53,14,32.7,11.54,46.56,22.86,101.3,,,,,,ON
54,3,60,96,32.26,11.18,47.57,22.55,101.3,,,,,,OFF
38,9,34,50,31.83,10.82,48.58,22.24,101.3,,,,,,ON
6,27,22,107,31.39,10.46,49.6,21.93,101.31,,,,,,OFF
7,25,67,87,30.95,10.1,50.61,21.62,101.31,,,,,,ON
63,6,47,24,31.84,10.44,48.4,22.58,101.31,,,,,,OFF
2,40,47,27,32.74,10.79,46.19,23.53,101.31,,,,,,ON
13,33,57,0,32.53,11.02,46.06,32.46,101.32,,,,,,ON
7,32,45,97,32.33,11.26,45.94,41.38,101.32,,,,,,OFF
68,23,30,77,32.5,11.6,45.38,33.46,101.32,,,,,,OFF
44,18,21,87,32.67,11.93,44.83,25.53,101.31,,,,,,OFF
35,8,67,8,32.7,11.82,44.96,25.95,101.3,,,,,,OFF
50,10,29,9,32.74,11.72,45.09,26.37,101.3,,,,,,OFF
15,42,20,92,32.83,11.9,45.76,28,101.29,,,,,,OFF
18,28,61,28,32.92,12.09,46.43,29.63,101.28,,,,,,ON
46,11,65,95,32.8,12.62,46.6,35.16,101.27,,,,,,OFF
26,25,30,17,32.68,13.14,46.77,40.68,101.26,,,,,,ON
20,2,32,72,32.39,13.46,46.98,34.14,101.26,,,,,,ON
38,44,53,48,32.1,13.78,47.2,27.59,101.25,,,,,,ON
1,37,27,7,32.21,13.23,46.95,48.08,101.24,,,,,,ON
8,31,63,25,32.32,12.68,46.7,68.57,101.24,,,,,,ON
79,21,23,78,31.97,14.3,46.96,71.78,101.24,,,,,,OFF
16,29,40,100,31.62,15.93,47.22,75,101.23,,,,,,OFF
53,44,55,74,31.6,16.75,47.72,78.88,101.22,,,,,,ON
27,7,69,100,31.59,17.57,48.22,82.76,101.2,,,,,,OFF
88,41,22,76,31.42,17.88,48.44,80.09,101.19,,,,,,ON
58,40,27,94,31.25,18.2,48.65,77.42,101.18,,,,,,OFF
4,34,36,1,31.33,17.68,48.72,77.42,101.18,,,,,,ON
20,11,51,102,31.41,17.16,48.8,77.42,101.17,,,,,,OFF
66,17,50,1,31.18,17.05,49.12,75.08,101.16,,,,,,ON
61,17,47,87,30.95,16.94,49.44,72.73,101.16,,,,,,ON
72,23,35,101,31.08,18.08,50.1,76.37,101.16,,,,,,OFF
3,8,64,110,31.22,19.22,50.76,80,101.16,,,,,,OFF
39,28,49,10,30.74,20.5,52.08,86.16,101.16,,,,,,ON
55,22,47,102,30.25,21.79,53.4,92.31,101.15,,,,,,OFF
23,25,61,2,29.6,21.7,54.95,92.31,101.15,,,,,,ON
30,40,62,80,28.96,21.62,56.5,92.31,101.14,,,,,,ON
36,24,58,11,28.68,20.72,57.26,89.01,101.13,,,,,,OFF
87,25,47,15,28.4,19.82,58.01,85.71,101.12,,,,,,OFF
57,45,28,41,28.34,20.65,58.08,90.85,101.11,,,,,,ON
15,17,66,65,28.29,21.48,58.14,96,101.1,,,,,,ON
85,24,46,14,28.05,18.88,59.17,88,101.1,,,,,,OFF
83,8,36,59,27.81,16.28,60.2,80,101.1,,,,,,ON
42,27,28,99,27.72,15.91,60.42,76.37,101.09,,,,,,OFF
68,0,53,19,27.64,15.54,60.65,72.73,101.08,,,,,,OFF
57,42,37,95,27.64,15.65,59.87,75.08,101.07,,,,,,OFF
8,7,62,102,27.64,15.76,59.09,77.42,101.06,,,,,,OFF
30,20,45,13,27.26,16.07,59.64,77.42,101.06,,,,,,ON
